type,numNodessize,NumberOfWords,ID,Sentence,AccessControl,XiaoACP,ModelVerb,PassiveTo,AccessExpression,AbilityExpression,AccessControl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,12,679,Each row for an unread message in the message inbox is bolded.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;row;unread message,;row;message inbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,26,52,680,"The user selects a message from the message inbox or outbox to read by clicking the ""Read"" link beside the row for the message, and then the message subject, the name of the sender, the name of the the recipient, timestamp, and the message text shall be displayed in a new page.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,user;display;message text,user;display;recipient,user;display;timestamp,user;display;name,user;display;sender,user;display;message,user;display;subject,user;select;message,user;select;message inbox,user;select;outbox,user;read;message,user;click;read link,,,,,,,,,,,,,,,,,,,,
normal,16,29,681,"After a message in the message inbox is read (i.e., displayed in a new page), the row for the message in the message inbox is not bolded anymore.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;display;message,;display;message inbox,;read;message,;bold;message,;bold;message inbox,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,31,46,682,"A user (a patient, patient representative, or LHCP) can sort messages in his or her message inbox by either the sender's last name or timestamp (but not both) in either ascending or descending order (where timestamps in descending order would have the most recent first).",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;sort;timestamp,lhcp;sort;sender,lhcp;sort;message inbox,patient;sort;timestamp,patient;sort;sender,patient;sort;message inbox,patient representative;sort;timestamp,patient representative;sort;sender,patient representative;sort;message inbox,lhcp;sort;name,patient;sort;name,patient representative;sort;name,user;sort;message,patient;sort;timestamp,patient;sort;message,patient representative;sort;message,lhcp;sort;message,user;sort;message inbox,user;sort;name,user;sort;sender,user;sort;timestamp,,,,,,,,,,,
normal,17,28,683,A user can sort messages in his or her message outbox by the recipient's last name or timestamp (but not both) in either ascending or descending order.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,user;sort;message,user;sort;message outbox,user;sort;name,user;sort;recipient,user;sort;timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,31,51,684,"To do so, a user selects one option out of the ""Sort by"" labeled drop-down box (with options of ""Sender or Recipient"" or ""Timestamp"") and selects one option out of the ""by order of"" labeled drop-down box (with options of ""ascending"" or ""descending""), and then click the ""Sort"" button.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,20,27,685,Note that the sorted order is not saved for later viewing after the message inbox or outbox is reopened again (where the default sorting is always used).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-start,15,22,686,A user (an LHCP or patient or representative) can modify his or her message displaying filter by modifying the following filtering criteria:,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,user;modify;filter,lhcp;modify;filter,patient;modify;filter,representative;modify;filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list-member,24,18,687,"(1) the sender (i.e., the sender's name is exactly the same as the specified string).",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,representative;modify;filter,patient;modify;filter,lhcp;modify;filter,user;modify;filter,user;modify;sender,lhcp;modify;sender,patient;modify;sender,representative;modify;sender,,,,,,,,,,,,,,,,,,,,,,,,
list-member,23,16,688,"(2) the subject (i.e., the subject is exactly the same as the specified string).",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,user;modify;subject,representative;modify;filter,patient;modify;filter,lhcp;modify;filter,user;modify;filter,lhcp;modify;subject,patient;modify;subject,representative;modify;subject,,,,,,,,,,,,,,,,,,,,,,,,
list-member,25,17,689,"(3) has the words (i.e., the subject or the message body has the specified substring).",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,representative;modify;filter,patient;modify;filter,lhcp;modify;filter,user;modify;filter,user;modify;subject,user;modify;body,lhcp;modify;subject,lhcp;modify;body,patient;modify;subject,patient;modify;body,representative;modify;subject,representative;modify;body,,,,,,,,,,,,,,,,,,,,
list-member,28,20,690,"(4) doesn't have specified words (i.e., neither the subject nor the message body has the specified substring).",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;modify have;subject,patient;modify have;subject,representative;modify have;subject,user;modify have;subject,user;modify;filter,lhcp;modify have;message body,patient;modify have;message body,representative;modify have;message body,user;modify have;message body,lhcp;modify;filter,patient;modify;filter,representative;modify;filter,,,,,,,,,,,,,,,,,,,,
list-member,39,49,691,(5) time stamp falling into the period defined by the starting date and ending date (inclusive) (the user interface shall provide both the option of typing in a specific date in the date format and the option of selecting a date from a calendar for the current month).,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,user;modify;filter,lhcp;modify;filter,patient;modify;filter,representative;modify;filter,user;modify;time stamp,lhcp;modify;time stamp,patient;modify;time stamp,representative;modify;time stamp,user;modify;start date,lhcp;modify;start date,patient;modify;start date,representative;modify;start date,user;modify;end date,lhcp;modify;end date,patient;modify;end date,representative;modify;end date,,,,,,,,,,,,,,,,
normal,38,47,692,"Note that a single filter includes values for these five filtering criteria (rather than five filters for these five filtering criteria) and a value could be an empty string, indicating that this criterion has no impact on filtering (i.e., imposing no constraints related to this criterion).",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,19,693,The user interface shall be initially populated with the values of the filtering criteria from the previously saved filter.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,46,73,694,"After the user modifies the criteria, the user chooses to click the ""Cancel"" button to cancel the modifications of the filter (i.e., repopulate the user interface with the values of the filtering criteria from the previously saved filter), to click the ""Test Search"" button to search (i.e., displaying the message inbox  including only the messages satisfying the specified filtering criteria), or to click the ""Save"" button to save the modified filter.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;modify;criterion,user;click;cancel button,user;click;test search button,user;click;save button,user;save;filter,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,15,19,695,Each user is associated with only one filter (being saved across login sessions) and applies only this saved filter.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;associate;filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,19,696,The user's associated filter initially has all empty inputs for the filtering criteria before the user modifies it.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;modify;criterion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,697,3.2.30.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,14,698,The HCP types an invalid medical identification number and is prompted to try again.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,8,699,The patient chosen is not the desired patient.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,13,700,The HCP does not confirm the selection and is prompted to try again.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,701,3.2.30.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,702,3.2.30.6 Reference Document.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,8,18,703,Inspired by Office of the National Coordinator for Health Information Technology (ONC) Patient - Provider Secure Messaging Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,11,704,3.2.31 UC31 Find LHCPs for prescription renewal Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,705,3.2.31.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,14,706,The iTrust user (patient) has been authenticated in the iTrust Medical Records system (UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,707,3.2.31.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,44,59,708,"A patient wants to renew the patient's expired prescriptions (i.e., prescriptions' end dates are earlier than the current date) and therefore wants to find the LHCPs who earlier wrote the patient's expired prescriptions (it is assumed that the doctors who wrote prescriptions are all LHCPs so no LHCP checks on the prescription-writing doctors are needed).",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,patient;find;lhcp,lhcp;write;prescription,lhcp;write;patient,patient;want renew;prescription,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,18,33,709,"The patient chooses ""My Expired Prescription Reports"" and is presented with a list of the patient's expired prescriptions , sorted by start date (the later date is ranked earlier closer to the top).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;sort;start date,patient;present;list,patient;choose;expired prescription report,patient;present;prescription,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,18,710,The patient can select to view contact information of a selected LHCP shown in the expired prescription list .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;view;contact information,patient;view;lhcp,patient;view;prescription list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,711,3.2.31.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,11,712,The expired prescription report list is titled with the patient name.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;title;patient name,;title;prescription report list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,29,47,713,"The expired prescription list includes medication, date prescribed (i.e., the day of the office visit), start date, end date for each prescription, and the name of the LHCP who prescribed the medication (where the name of the LHCP is linked to contact information for that LHCP).",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;include;medication,;include;start date,;include;end date,;include;name,;include;date prescribe,lhcp;prescribe;medication,;include;prescription,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,13,714,"If there are no expired prescriptions, an empty expired prescription list is presented.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,45,77,715,"The patient clicks on the name of the LHCP for an expired prescription, and is presented with the contact information for that LHCP (including First Name Last Name, LHCP Type, Street Address 1, Street Address 2, City, State, Zip Code, Phone, and Contact Email); if any type of contact information is missing or the whole contact information for the LHCP is not available in the database, the corresponding missing types of information are simply shown as blank.",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,patient;click;name,patient;click;prescription,patient;present;contact information,patient;present;lhcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,716,3.2.31.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,1,717,None.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,718,3.2.31.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,7,11,719,3.2.32 UC32 Proactively Confirm Prescription-Renewal Needs Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,720,3.2.32.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,15,721,"The HCP has authenticated himself or herself in the iTrust Medical Records system (UC2),(UC3).",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,722,3.2.32.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,31,52,723,"The HCP chooses ""Potential Prescription-Renewals"" and is presented with a list of patients  that satisfy all of the three conditions: (1) patients for whom the HCP is a DLHCP, (2) special-diagnosis-history patients , (3) patients whose prescriptions will expire within 7 days (including the 7th day) from the current date.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;present;list,hcp;choose;potential prescription-renewal,hcp;present;patient,hcp;present;special-diagnosis-history,hcp;present;prescription,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,724,3.2.32.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,18,31,725,"A chronic special-diagnosis-history patient is an alive patient who has been diagnosed with at least one of the following: * diabetes mellitus (is diagnosed with ICD code beginning with 250),.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,11,726,"* asthma (is diagnosed with ICD code beginning with 493), or.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,15,727,* circulatory-system disease (is diagnosed with an ICD code between 390 and 459 inclusive).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,10,728,The patient list is titled with the HCP's name.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;title;name,;title;patient list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,21,37,729,"The patient list includes the patient's name (i.e., first name and last name), phone number, and contact email address  (so that confirmation calls or emails can be made or sent outside of the iTrust system).",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;include;name,;include;phone number,;include;contact email address,;include;patient,;send;email,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,19,730,"The list is sorted based on the ascending alphabetical order of the patients' last names, and then first names.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;sort;list,;sort;name,;sort;name,;sort;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,18,28,731,"When a chronic special-diagnosis-history patient satisfies all three conditions and has multiple prescriptions satisfying the third condition, the patient is listed in the list only once.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,20,732,"The list is a static list with no link on the patient's name, phone number, or contact email address).",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,733,3.2.32.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,14,734,"If there are no patients satisfying the three conditions, an empty list is presented.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,735,3.2.32.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,736,3.2.32.6 Reference Documents.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,1,8,737,http://www.patentstorm.us/patents/7286996/fulltext.html,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,5,9,738,3.2.33 UC33 Manage Patient Referrals Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,739,3.2.33.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,16,740,The iTrust user (patient or HCP) has been authenticated in the iTrust Medical Records system (UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,741,3.2.33.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,10,742,A sending HCP refers the patient to another receiving HCP .,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;refer;patient,hcp;refer;hcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,9,743,A receiving HCP views a list of received referrals .,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;view;list,hcp;view;referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,11,744,A sending HCP views a list of previously sent patient referrals .,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;view;patient referral,hcp;view;list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,10,745,A patient views the details of his or her referrals .,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;detail,patient;view;referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,9,746,A sending HCP edits a previously sent patient referral .,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;edit;patient referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,9,747,A sending HCP cancels a previously sent patient referral .,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;cancel;patient referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,5,748,All events are logged (UC5).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,749,3.2.33.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,23,750,An HCP chooses to refer a patient to another receiving HCP through the referral feature on a patient's office visit page (UC11).,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;refer;patient,hcp;refer;hcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,15,27,751,"The sending HCP must select a receiving HCP by either entering the HCP's MID and confirming the selection, or by searching for the HCP by name.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;select;hcp,hcp;enter;mid,hcp;search;hcp,hcp;search;name,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,16,752,The sending HCP is also presented with a text box to include notes about the referral.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,hcp;present include;note,hcp;present;text box,hcp;present include;referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,15,21,753,"The sending HCP then chooses a priority from 1-3 (1 is most important, 3 is least important) for the referral.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;choose;priority,hcp;choose;referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,13,754,"The HCP may send the referral, cancel the referral , or edit the referral .",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;send;referral,hcp;cancel;referral,hcp;edit;referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,33,47,755,"Upon sending a referral, the patient, sending HCP, and receiving HCP receive a message summarizing the newly created referral information (sending HCP name & specialty, receiving HCP name & specialty, patient name, referral notes, and referral creation timestamp); additionally, the sending and receiving HCP messages include the referral priority.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;send;referral,patient;receive;message,patient;receive;referral information,patient;receive;hcp name,patient;receive;specialty,patient;receive;hcp name,patient;receive;name,patient;receive;patient,patient;receive;note,patient;receive;referral,patient;receive;timestamp,hcp;receive;message,hcp;receive;referral information,hcp;receive;hcp name,hcp;receive;specialty,hcp;receive;hcp name,hcp;receive;name,hcp;receive;patient,hcp;receive;note,hcp;receive;referral,hcp;receive;timestamp,hcp;receive;referral priority,hcp;receive;message,hcp;receive;referral information,hcp;receive;hcp name,hcp;receive;specialty,hcp;receive;hcp name,hcp;receive;name,hcp;receive;patient,hcp;receive;note,hcp;receive;timestamp,hcp;receive;referral priority
normal,6,7,756,An HCP chooses to view received referrals.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;view;referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,19,757,The receiving HCP is presented with a list of referrals sorted by priority (from most important to least important).,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,hcp;present;list,hcp;present;referral,hcp;sort;priority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,25,50,758,"The receiving HCP then selects a referral to view details and is presented with the name and specialty of the sending HCP, the patient's name, the referral notes, the referral priority, the office visit date with a link to the office visit, and the time the referral was created.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,hcp;select;referral,hcp;present;name,hcp;present;specialty,hcp;present;name,hcp;present;referral note,hcp;present;referral priority,hcp;present;office visit date,hcp;present;time,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,11,759,A sending HCP views a list of previously sent patient referrals.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;view;patient referral,hcp;view;list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,20,760,"The HCP may sort the list of referrals by patient name, receiving HCP name, time generated, possibly and possibly priority.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;sort;list,hcp;sort;referral,hcp;sort;patient name,hcp;sort;hcp name,hcp;sort;priority,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,18,31,761,"The HCP chooses a specific referral from the list to view complete details about the referral: patient name, receiving HCP name and specialty, time generated, priority, office visit date, and notes.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;choose;referral,hcp;view;complete detail,hcp;choose;list,hcp;view;referral,hcp;view;patient name,hcp;view;receive,hcp;view;specialty,hcp;view;time,hcp;view;priority,hcp;view;office visit date,hcp;view;note,,,,,,,,,,,,,,,,,,,,,
normal,6,10,762,A patient views a list of his or her referrals.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;list,patient;view;referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,18,763,"The patient may sort the list of referrals by receiving HCP name, time generated, possibly and possibly priority.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;sort;list,patient;sort;referral,patient;sort;hcp name,patient;sort;priority,patient;sort;time,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,20,34,764,"The patient chooses a specific referral from the list to view complete details about the referral: sending HCP name and specialty, receiving HCP name and specialty, time generated, priority, office visit date, and notes.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;choose;referral,patient;choose;list,patient;choose;referral,patient;choose;hcp name,patient;choose;specialty,patient;choose;hcp name,patient;choose;specialty,patient;choose;time,patient;choose;priority,patient;choose;office visit date,patient;choose;note,,,,,,,,,,,,,,,,,,,,,
normal,15,23,765,The patient is also provided with the option to send a message to the receiving HCP to request that an appointment be scheduled.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,patient;send;message,patient;send;hcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,22,766,A sending HCP edits a previously created patient referral as long as the referral has not been viewed by the receiving HCP.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;edit;patient referral,hcp;view;referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,16,767,The sending HCP may edit the priority of the referral possibly and possibly the referral notes.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;edit;priority,hcp;edit;referral note,hcp;edit;referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,17,768,"The sending HCP then chooses to save the edits, cancel the edits, or re-enter the data .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;save;edit,hcp;cancel;edit,hcp;re-enter;datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,15,27,769,"A sending HCP cancels a previously sent patient referral by visiting the office visit page, viewing the details of a previously sent patient referral , and choosing cancel.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;cancel;patient referral,hcp;visit;office visit page,hcp;view;detail,hcp;view;patient referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,12,770,The HCP is asked to confirm the decision to cancel the referral.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,hcp;ask confirm;decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,15,771,The patient and receiving HCP receive a message (UC30) indicating that the referral was canceled.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;receive;message,patient;receive;message,hcp;receive;referral,patient;receive;referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,772,3.2.33.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,9,773,The receiving HCP chosen is not the desired HCP.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,14,774,The sending HCP does not confirm the selection and is prompted to try again.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,17,23,775,"The patient, receiving HCP, referral notes, possibly and possibly referral priority are invalid, and the HCP is prompted to enter this information again.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,776,3.2.33.5 Logging. . . .,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,5,10,777,3.2.34 UC34 Report Telemedicine Monitoring Details Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,778,3.2.34.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,17,779,"The iTrust user (LHCP, UAP, or patient) has been authenticated in the iTrust Medical Records system (UC3).",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,780,3.2.34.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,19,781,An LHCP or UAP creates a list of patients (by MID) for which he or she will monitor remotely .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;create;list,uap;create;list,lhcp;create;patient,uap;create;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,22,31,782,"A patient either chooses to input his or her physiologic measurements (blood pressure possibly and possibly glucose levels) , or to input his or her weight, height, possibly and possibly pedometer readings .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;input;physiologic measurement,patient;input;weight,patient;input;height,patient;input;pedometer reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,22,37,783,"An LHCP can see the blood pressure and glucose levels , or weight, height, and pedometer readings  for the patients he or she is monitoring, with two separate lists for physiologic and height or weight or pedometer readings .",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;see;patient,lhcp;see;pedometer reading,lhcp;see;height,lhcp;see;weight,lhcp;see;glucose level,lhcp;see;blood pressure,lhcp;see;list,lhcp;see;physiologic,lhcp;see;height,lhcp;see;weight,lhcp;see;pedometer reading,,,,,,,,,,,,,,,,,,,,,
normal,10,20,784,"A UAP  or patient representative  can input the blood pressure, glucose levels, height, weight, or pedometer readings for a patient.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,uap;input;blood pressure,uap;input;glucose level,uap;input;height,uap;input;weight,uap;input;pedometer reading,uap;input;patient,patient representative;input;blood pressure,patient representative;input;glucose level,patient representative;input;height,patient representative;input;weight,patient representative;input;pedometer reading,patient representative;input;patient,,,,,,,,,,,,,,,,,,,,
normal,16,25,785,"A patient may have up to 10 physiologic data points in any one day, reported by him or herself, a UAP, or a personal representative .",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,he;report;physiologic datum,herself;report;physiologic datum,uap;report;physiologic datum,personal representative;report;physiologic datum,patient;have;physiologic datum,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,25,34,786,"A patient may have at most one height data point, one weight data point, and one pedometer data point in any one day, reported by him or herself, a UAP, or a personal representative .",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;have;weight datum,patient;have;height datum,patient;have;pedometer datum,he;report;weight datum,he;report;height datum,he;report;pedometer datum,uap;report;weight datum,uap;report;height datum,uap;report;pedometer datum,representative;report;weight datum,representative;report;height datum,representative;report;pedometer datum,,,,,,,,,,,,,,,,,,,,
title,2,6,787,3.2.34.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,15,788,An LHCP or UAP can add and delete patients from his or her monitoring list.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;add;monitoring list,lhcp;delete;monitoring list,uap;add;monitoring list,uap;delete;monitoring list,lhcp;add;patient,uap;add;patient,lhcp;delete;patient,uap;delete;patient,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,20,789,A patient is added to the list by the LHCP or UAP typing in the patient's MID  or name.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,uap;add;patient,lhcp;add;patient,lhcp;add;list,uap;add;list,,,,,,,,,,,,,,,,,,,,,,,,,,,,
