type,numNodessize,NumberOfWords,ID,Sentence,AccessControl,XiaoACP,ModelVerb,PassiveTo,AccessExpression,AbilityExpression,AccessControl,,,,,,,,,,,,,,
normal,6,9,286,An LHCP refers a patient to another receiving LHCP.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;refer;patient,lhcp;refer;lhcp,,,,,,,,,,,,,
normal,8,13,287,System presents a menu of his patients and a menu of other LHCPs.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;menu,system;present;menu,,,,,,,,,,,,,
normal,15,22,288,"When the patient and LHCP are chosen, system presents the MID of the patient that will be sent to the receiving HCP.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;choose;patient,;choose;lhcp,system;present;mid,;send;hcp,,,,,,,,,,,
normal,4,7,289,System presents a text box to HCP.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;present;text box,,,,,,,,,,,,,,
normal,6,9,290,The LHCP then sends the request or to cancel.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;send;request,,,,,,,,,,,,,,
normal,8,11,291,"The status of the consultation being sent is set as ""pending"".",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;set;consultation,,,,,,,,,,,,,,
normal,4,5,292,An LHCP reviews pending consultations.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;review;consultation,,,,,,,,,,,,,,
normal,5,7,293,System presents a list of pending referrals.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;list,system;present;referral,,,,,,,,,,,,,
normal,7,9,294,The LHCP then selects a referral to view details.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;select;referral,,,,,,,,,,,,,,
normal,8,15,295,"System presents the MID of the sending LHCP, the patient MID, and the referral details.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;mid,system;present;patient,system;present;referral detail,,,,,,,,,,,,
normal,19,30,296,"System presents an option (""finish"", ""decline"", ""pending"" with ""pending"" as default value) to mark the status of the consultation and a text box to enter the details of the consultation.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;option,system;mark;status,system;enter;detail,,,,,,,,,,,,
normal,8,13,297,"Then, the LHCP can confirm the status setting or consultation entering or cancel.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;confirm;status setting,lhcp;confirm;consultation,,,,,,,,,,,,,
title,4,7,298,UC34 Report Telemedicine Monitoring Details Use Case,FALSE,,,,,,,,,,,,,,,,,,,,
normal,12,19,299,An LHCP or UAP creates a list of patients (by MID) for which he or she will monitor remotely.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;create;list,uap;create;list,lhcp;monitor;patient,uap;monitor;patient,lhcp;create;patient,uap;create;patient,,,,,,,,,
normal,5,9,300,A patient inputs his blood pressure or glucose levels.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;input;blood pressure,patient;input;glucose level,,,,,,,,,,,,,
normal,7,9,301,"A patient inputs his weight, height or pedometer readings.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;input;reading,,,,,,,,,,,,,,
normal,21,36,302,"An LHCP can see the blood pressure and glucose levels, weight, height, and pedometer readings for the patients he or she is monitoring, with two separate lists for physiologic and height or weight or pedometer readings.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;see;blood pressure,lhcp;see;glucose level,lhcp;see;weight,lhcp;see;height,lhcp;see;pedometer reading,lhcp;see;patient,,,,,,,,,
normal,10,20,303,"A UAP or patient representative can input the blood pressure, glucose levels, height, weight, or pedometer readings for a patient.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,uap;input;blood pressure,uap;input;glucose level,uap;input;height,uap;input;weight,uap;input;pedometer reading,patient representative;input;blood pressure,patient representative;input;glucose level,patient representative;input;height,patient representative;input;weight,patient representative;input;pedometer reading,,,,,
normal,16,25,304,"A patient may have up to 10 physiologic data points in any one day, reported by him or herself, a UAP, or a personal representative.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,patient;have;physiologic datum,he;report;physiologic datum,herself;report;physiologic datum,uap;report;physiologic datum,personal representative;report;physiologic datum,,,,,,,,,,
normal,25,34,305,"A patient may have at most one height data point, one weight data point, and one pedometer data point in any one day, reported by him or herself, a UAP, or a personal representative.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;report;height datum,patient;report;datum,patient;report;datum,uap;report;height datum,uap;report;datum,uap;report;datum,representative;report;height datum,representative;report;datum,representative;report;datum,,,,,,
normal,7,11,306,An LHCP or UAP can add patients from his monitoring list.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;add;patient,uap;add;patient,lhcp;add;monitoring list,uap;add;monitoring list,,,,,,,,,,,
normal,7,11,307,An LHCP or UAP can delete patients from his monitoring list.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;delete;patient,uap;delete;patient,lhcp;delete;monitoring list,uap;delete;monitoring list,,,,,,,,,,,
normal,10,21,308,A patient is added to the list by the LHCP or UAP through typing in the patient's MID or name.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;add;list,uap;add;list,lhcp;add;patient,uap;add;patient,,,,,,,,,,,
normal,10,19,309,An LHCP can delete a patient from his monitoring list by the LHCP typing the the patient's MID.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;delete;patient,lhcp;delete;monitoring list,,,,,,,,,,,,,
normal,6,10,310,"In both cases, system presents the name of the patient.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;name,,,,,,,,,,,,,,
normal,4,6,311,The LHCP must confirm the add.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;confirm;add,,,,,,,,,,,,,,
normal,4,6,312,The LHCP must confirm the delete.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;confirm;delete,,,,,,,,,,,,,,
normal,11,20,313,"For each patient from the monitoring list, the LHCP can edit blood pressure, glucose levels, height, weight and pedometer readings.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;edit;blood pressure,lhcp;edit;glucose level,lhcp;edit;height,lhcp;edit;weight,lhcp;edit;pedometer reading,lhcp;edit;patient,lhcp;edit;monitoring list,,,,,,,,
normal,7,10,314,"By default, all types of information are selected for monitoring.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;select;type,,,,,,,,,,,,,,
normal,4,6,315,A patient reports their physiologic data.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;report;physiologic datum,,,,,,,,,,,,,,
normal,8,12,316,He can report his blood pressure (systolic and diastolic) and glucose levels.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,he;report;blood pressure,he;report;glucose level,,,,,,,,,,,,,
normal,5,10,317,"The input data, a timestamp and the fact are saved.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;save;input datum,;save;timestamp,;save;fact,,,,,,,,,,,,
normal,5,8,318,An LHCP views the physiologic data monitoring details.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;physiologic datum,,,,,,,,,,,,,,
normal,6,8,319,System presents a listing of all his patients.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;listing,system;present;patient,,,,,,,,,,,,,
normal,7,10,320,Patients with no information for the current day are highlighted.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;highlight;patient,,,,,,,,,,,,,,
normal,14,25,321,Patients with blood pressure or glucose level out of range are highlighted (normal blood pressure: systolic 90-140; diastolic 60-90; normal glucose 70-150).,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;highlight;patient,;highlight;blood pressure,;highlight;glucose level,,,,,,,,,,,,
normal,9,13,322,The LHCP can select a patient to obtain additional information about a patient.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;select;patient,lhcp;obtain;information,,,,,,,,,,,,,
normal,5,8,323,An LHCP views additional information for a patient.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;information,lhcp;view;patient,,,,,,,,,,,,,
normal,8,12,324,System presents a screen upon which he can choose a date range.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,he;present;screen,,,,,,,,,,,,,,
normal,27,44,325,"The LHCP can see the patient’s name, patient’s phone number, patient’s personal representative, patient’s blood pressure, patient’s glucose levels, patient’s height, patient’s weight, and patient’s pedometer readings as well as whom reported the data (patient, UAP name, personal representative name) for that date range.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;see;name,lhcp;see;phone number,lhcp;see;personal representative,lhcp;see;blood pressure,lhcp;see;glucose level,lhcp;see;height,lhcp;see;weight,lhcp;see;pedometer reading,lhcp;see;whom,,,,,,
normal,4,6,326,A UAP can report physiologic measurements.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,uap;report;physiologic measurement,,,,,,,,,,,,,,
normal,4,7,327,System presents a list of the patients.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;list,system;present;patient,,,,,,,,,,,,,
normal,7,9,328,He can select a patient and then enter data.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,he;enter;datum,he;select;patient,,,,,,,,,,,,,
normal,6,12,329,He can report the blood pressure and glucose levels for the patient.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,he;report;blood pressure,he;report;glucose level,he;report;patient,,,,,,,,,,,,
normal,7,13,330,"The input data, a timestamp, and the fact and their MID are saved.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;save;input datum,;save;timestamp,;save;fact,;save;mid,,,,,,,,,,,
normal,6,10,331,System displays only the applicable input entries to the UAP.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,uap;display;input entry,,,,,,,,,,,,,,
normal,4,6,332,A patient can report physiologic measurements.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;report;physiologic measurement,,,,,,,,,,,,,,
normal,4,7,333,System presents a list of the patients.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;list,system;present;patient,,,,,,,,,,,,,
normal,7,9,334,He can select a patient and then enter data.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,he;enter;datum,he;select;patient,,,,,,,,,,,,,
normal,6,12,335,He can report the blood pressure and glucose levels for the patient.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,he;report;blood pressure,he;report;glucose level,he;report;patient,,,,,,,,,,,,
normal,7,14,336,The input data and a timestamp and the fact and their MID are saved.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;save;input datum,;save;timestamp,;save;fact,;save;mid,,,,,,,,,,,
normal,6,10,337,System displays only the applicable input entries to the patient.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,patient;display;input entry,,,,,,,,,,,,,,
normal,7,9,338,"A patient reports his height, weight and pedometer data.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;report;datum,,,,,,,,,,,,,,
normal,5,10,339,"The input data, a timestamp and the fact are saved.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;save;input datum,;save;timestamp,;save;fact,,,,,,,,,,,,
normal,6,10,340,System displays only the applicable input entries to the patient.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,patient;display;input entry,,,,,,,,,,,,,,
normal,8,11,341,"An LHCP views the height, weight and pedometer data monitoring details.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;datum,,,,,,,,,,,,,,
normal,6,8,342,System presents  a listing of all his patients.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;listing,system;present;patient,,,,,,,,,,,,,
normal,8,12,343,Patients with no information for the current day are highlighted in red.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;highlight;patient,,,,,,,,,,,,,,
normal,12,18,344,Patients with a weight value 5% more or less than the immediate previously recorded weight value are highlighted.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;highlight;patient,;highlight;weight value,,,,,,,,,,,,,
normal,6,9,345,The LHCP can obtain additional information about a patient.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;obtain;information,,,,,,,,,,,,,,
normal,7,9,346,"A UAP can report height, weight and pedometer measurements.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,uap;report;measurement,,,,,,,,,,,,,,
normal,22,31,347,"System presents a list of the patients whose height, weight, or pedometer data type is specified to be under monitoring and for which he or she is allowed to report measurements.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;present specify;height,;present specify;weight,;present specify;pedometer datum,system;present;list,he;report;measurement,she;report;measurement,system;present;patient,,,,,,,,
normal,7,9,348,He can select a patient and then enter data.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,he;select enter;datum,he;select;patient,,,,,,,,,,,,,
normal,8,12,349,"He can report the height, weight and pedometer reading for the patient.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,he;report;reading,he;report;patient,,,,,,,,,,,,,
normal,7,13,350,"The input data, a timestamp and the fact  and his MID are saved.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;save;input datum,;save;timestamp,;save;fact,;save;mid,,,,,,,,,,,
normal,6,10,351,System displays only the applicable input entries to the UAP.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,uap;display;input entry,,,,,,,,,,,,,,
normal,13,20,352,"A patient can report height, weight and pedometer readings for those for whom he or she is a patient representative.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;report;reading,patient;report;patient representative,,,,,,,,,,,,,
normal,11,15,353,System presents a list of the patients for which he is allowed to report measurements.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,system;present;list,he;report;measurement,system;present;patient,,,,,,,,,,,,
normal,7,9,354,He can select a patient and then enter data.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,he;enter;datum,he;select;patient,,,,,,,,,,,,,
normal,8,12,355,"He can report the height, weight and pedometer readings for the patient.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,he;report;patient,he;report;reading,,,,,,,,,,,,,
normal,7,13,356,"The input data, a timestamp, and the fact and his MID are saved.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;save;input datum,;save;timestamp,;save;fact,;save;mid,,,,,,,,,,,
normal,6,10,357,System displays only the applicable input entries to the patient.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,patient;display;input entry,,,,,,,,,,,,,,
title,3,6,358,UC35 Report Adverse Event Use Case,FALSE,,,,,,,,,,,,,,,,,,,,
normal,6,13,359,A patient reports an event related to a prescription drug or immunization reaction.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;report;event,patient;report;prescription drug,patient;report;immunization reaction,,,,,,,,,,,,
normal,15,22,360,System presents a listing of all prescription drugs for which he has been prescribed and has taken in the last 12 months.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;listing,system;present;prescription drug,,,,,,,,,,,,,
normal,7,11,361,The patient chooses drugs for which to report the adverse event.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;choose;drug,patient;report;adverse event,,,,,,,,,,,,,
normal,7,10,362,The patient is then able to write a textual description.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,patient;write;textual description,,,,,,,,,,,,,,
normal,12,21,363,"A fake email is sent to the LHCP who prescribed the medication indicating the patient name and MID, drug, and symptoms.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;send;fake email,;send;lhcp,;indicate;patient name,;indicate;mid,;indicate;drug,;indicate;symptom,lhcp;prescribe;medication,,,,,,,,
normal,13,18,364,System presents a listing of all immunizations for which he has been administered in the last 12 months.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,he;present;listing,system;present;listing,system;present;immunization,,,,,,,,,,,,
normal,7,12,365,The patient chooses the immunization for which to report the adverse event.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;choose;immunization,,,,,,,,,,,,,,
normal,7,10,366,The patient is then able to write a textual description.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,patient;write;textual description,,,,,,,,,,,,,,
normal,12,21,367,"A fake email is sent to the LHCP who administered the immunization indicating the patient name and MID, drug, and symptoms.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;send;fake email,;administer;immunization,;indicate;patient name,;indicate;mid,;indicate;drug,;indicate;symptom,;send;lhcp,,,,,,,,
title,3,6,368,UC36 Monitor Adverse Event Use Case,FALSE,,,,,,,,,,,,,,,,,,,,
normal,16,29,369,A public health agent selects a specific time period for which he would like to see a detailed listing of all adverse events related to prescription drugs or immunizations.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,public health agent;select;time period,public health agent;see;detailed listing,public health agent;see;adverse event,,,,,,,,,,,,
normal,7,15,370,A public health agent sees trends in adverse events relate to prescription drugs or immunizations.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,public health agent;see;prescription drug,public health agent;see;adverse event,public health agent;see;immunization,,,,,,,,,,,,
normal,15,25,371,"System presents a listing of prescription drug-related adverse events for the time period that do not have a status of ""removed"", sorted by NDC.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;listing,system;sort;ndc,system;present;prescription,system;present;drug-related adverse event,system;present;time period,,,,,,,,,,
normal,6,12,372,The public health agent can see the detail of a specific report.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,public health agent;see;detail,,,,,,,,,,,,,,
normal,12,26,373,"Upon reading the report, the public health agent can send a ""fake email"" message to the adverse event reporter to gain more information about the report.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,public health agent;read;report,public health agent;send;fake email message,public health agent;send;adverse event reporter,,,,,,,,,,,,
normal,15,26,374,The public health agent may  remove an adverse event report (such as based upon communication with the reporter or because the report appears to be bogus).,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,public health agent;remove;adverse event report,,,,,,,,,,,,,,
normal,14,25,375,"System presents a listing of immunization-related adverse events for the time period that do not have a status of ""removed"", sorted by CPT code .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;listing,system;present;immunization-related adverse event,system;present;status,system;sort;cpt code,,,,,,,,,,,
normal,6,12,376,The public health agent can see the detail of a specific report.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,public health agent;see;detail,,,,,,,,,,,,,,
normal,12,26,377,"Upon reading the report, the public health agent can send a ""fake email"" message to the adverse event reporter to gain more information about the report.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,public health agent;read;report,public health agent;send;fake email message,public health agent;send;adverse event reporter,,,,,,,,,,,,
normal,16,27,378,"Also, the public health agent may  remove an adverse event report (such as based upon communication with the reporter or because the report appears to be bogus).",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,public health agent;remove;adverse event report,,,,,,,,,,,,,,
normal,4,10,379,"The adverse event report changes to a status of ""removed.""",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;change;adverse event report,,,,,,,,,,,,,,
normal,6,16,380,A message of the removal is sent to the adverse event reporter and to the LHCP.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;send;message,;send;adverse event reporter,;send;lhcp,,,,,,,,,,,,
title,3,6,381,UC37 Safe Drug Prescription Use Case,FALSE,,,,,,,,,,,,,,,,,,,,
normal,8,13,382,The HCP prescribes a patient a drug by selecting its NDC and name.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;prescribe;drug,hcp;prescribe;patient,hcp;select;name,hcp;select;ndc,,,,,,,,,,,
normal,4,7,383,The HCP must proceed with the prescription.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;proceed;prescription,,,,,,,,,,,,,,
normal,4,6,384,The HCP must cancel the prescription.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;cancel;prescription,,,,,,,,,,,,,,
normal,4,9,385,The HCP must remain on the office visit page.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;remain;office visit page,,,,,,,,,,,,,,
normal,9,12,386,The administrator maintains the overriding reasons that an HCP can select from.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,administrator;maintain;reason,hcp;select;reason,,,,,,,,,,,,,
normal,5,10,387,The drug is checked against the patient's drug allergies.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;check;drug,;check;drug allergy,;check;patient,,,,,,,,,,,,
normal,4,7,388,The HCP is notified of drug allergy.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;notify;drug allergy,,,,,,,,,,,,,,
normal,9,14,389,The drug is checked for interactions between other drugs currently taken by the patient.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;check;drug,;check;patient,,,,,,,,,,,,,
normal,5,7,390,The HCP is notified of possible interactions.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;notify;interaction,,,,,,,,,,,,,,
normal,10,14,391,The HCP selects reasons out from the nine reasons listed here for the overriding.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;select;reason,,,,,,,,,,,,,,
normal,4,7,392,"The patient is sent a ""fake email"".",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;send;patient,;send;fake email,,,,,,,,,,,,,
normal,8,12,393,The administrator is allowed to add a new entry for a reason.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,administrator;add;entry,,,,,,,,,,,,,,
normal,8,13,394,The administrator is allowed to modify the reason name in an existing entry.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,administrator;modify;reason name,,,,,,,,,,,,,,
normal,8,10,395,The administrator is not allowed to delete an existing entry.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,administrator;delete;entry;NEG-not,,,,,,,,,,,,,,
normal,9,15,396,The administrator is not allowed to modify the reason ID number in an existing entry.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,administrator;modify;reason id number;NEG-not,,,,,,,,,,,,,,
normal,7,16,397,The system shall store reason id number for the reason and the name of the reason.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,system;store;reason id number,system;store;name,,,,,,,,,,,,,
title,3,6,398,UC38 Maintain Drug Interaction Use Case,FALSE,,,,,,,,,,,,,,,,,,,,
normal,5,10,399,The administrator records a drug interaction between two prescription drugs.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,administrator;record;drug interaction,administrator;record;prescription drug,,,,,,,,,,,,,
normal,5,10,400,The administrator deletes a drug interaction between two prescription drugs.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,administrator;delete;drug interaction,administrator;delete;prescription drug,,,,,,,,,,,,,
normal,6,9,401,System presents two lists of NDC codes or names.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;list,system;present;ndc code,system;present;name,,,,,,,,,,,,
normal,10,16,402,The administrator chooses a drug from each list to record an interaction between the two drugs.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,administrator;choose;drug,administrator;record;interaction,administrator;record;drug,,,,,,,,,,,,
normal,8,16,403,The two drugs and a textual description of the possible effects of the interaction are stored.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;store;drug,;store;textual description,,,,,,,,,,,,,
normal,4,5,404,The administrator selects one drug.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,administrator;select;drug,,,,,,,,,,,,,,
normal,7,11,405,System presents a listing of all drug interactions with that drug.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;listing,system;present;drug,system;present;drug interaction,,,,,,,,,,,,
normal,6,9,406,The administrator can select a particular pair of drugs.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,administrator;select;pair,,,,,,,,,,,,,,
normal,6,10,407,The administrator can delete the interaction between the two drugs.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,administrator;delete;interaction,,,,,,,,,,,,,,
title,3,6,408,UC40 View Schedule Calendar Use Case,FALSE,,,,,,,,,,,,,,,,,,,,
normal,12,19,409,"An LHCP or patient can click the ""View Appointment Calendar"" link to view his appointments in the current month.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;view;appointment,patient;view;appointment,,,,,,,,,,,,,
normal,11,17,410,"A patient can click the ""View Full Calendar"" link to view his appointments in the current month.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;view;appointment,,,,,,,,,,,,,,
normal,6,9,411,An LHCP views his appointments in the current month.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;appointment,,,,,,,,,,,,,,
normal,6,9,412,An patient views his appointments in the current month.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;appointment,,,,,,,,,,,,,,
normal,6,8,413,System displays his appointments in the current month.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;display;appointment,,,,,,,,,,,,,,
normal,9,15,414,The user can select an appointment from the calendar to read the appointment's details.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,user;select;appointment,user;select;calendar,user;read;detail,,,,,,,,,,,,
normal,15,32,415,"A patient views his appointments in the current month together with his office visit dates, prescription dates, and lab procedure dates of the current month on a calendar for the current month.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;appointment,patient;view;office visit date,patient;view;prescription date,patient;view;lab procedure date,,,,,,,,,,,
normal,5,7,416,System displays his appointments on the calendar.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;display;appointment,,,,,,,,,,,,,,
normal,9,15,417,The user can select an appointment from the calendar to read the appointment's details.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,user;select;appointment,user;select;calendar,user;read;detail,,,,,,,,,,,,
normal,8,21,418,"In the calendar, the date entry with an office visit shall display a label as the diagnoses for the office visit.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;display;label,;display;date entry,;display;diagnosis,;display;office visit,;display;calendar,,,,,,,,,,
normal,9,16,419,The user can select an office visit from the calendar to read the visit's details.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,user;select;office visit,user;read;detail,user;select;calendar,,,,,,,,,,,,
normal,23,42,420,"In the calendar, the date entry with a prescription date (i.e., the date of the office visit the medication was prescribed on) shall display a label for the medications prescribed (i.e., NDC, see Data Format 5.6) in the prescription.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;display;label,;display;medication,;display;date entry,;display;calendar,,,,,,,,,,,
normal,9,15,421,The user can select a prescription from the calendar to read the prescription's details.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,user;select;prescription,user;read;detail,user;select;calendar,,,,,,,,,,,,
normal,16,33,422,"In the calendar, the date entry with a laboratory procedure (i.e., the entry of the its last status update date) shall display a label as the LOINC code for the laboratory procedure.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;display;label,;update;date,;display;date entry,;display;calendar,,,,,,,,,,,
normal,10,17,423,The user can select a laboratory procedure from the calendar to read the laboratory procedure's details.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,user;select;laboratory procedure,user;read;detail,user;select;calendar,,,,,,,,,,,,
normal,8,21,424,"In the calendar, the date entry with an appointment shall display a label as the appointment type name for the appointment.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;display;label,;display;calendar,;display;appointment type name,;display;date entry,,,,,,,,,,,
normal,22,34,425,The date entry including conflicting appointments is highlighted in bold (a conflicting appointment is one that has overlap in its appointment duration period with that of at least another appointment of the same user).,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;highlight;date entry,;highlight;appointment,,,,,,,,,,,,,
normal,11,25,426,"The user selects an appointment from the calendar to read its details by clicking the ""Read Details"" link beside or below the appointment type name.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;select;appointment,user;select;calendar,user;select;appointment type name,user;read;detail,,,,,,,,,,,
